prefix	lemma	abs_freq	abs_freq0	abs_freq1	abs_freq2	freq	freq0	freq1	freq2
ра[зс]	разлучаться	710	375	239	96	2.879	5.194	2.569	1.179
ра[зс]	разлюблять	1224	560	392	272	4.963	7.756	4.214	3.342
ра[зс]	размазывать	1091	131	393	567	4.424	1.814	4.224	6.966
ра[зс]	размазываться	130	11	33	86	0.527	0.152	0.355	1.057
ра[зс]	размалевывать	328	90	134	104	1.33	1.247	1.44	1.278
ра[зс]	размалывать	120	9	70	41	0.487	0.125	0.752	0.504
ра[зс]	размаривать	252	26	149	77	1.022	0.36	1.602	0.946
ра[зс]	разматывать	732	120	386	226	2.968	1.662	4.149	2.777
ра[зс]	разматываться	206	25	117	64	0.835	0.346	1.258	0.786
ра[зс]	размахаться	71	14	45	12	0.288	0.194	0.484	0.147
ра[зс]	размахивать	4012	860	2120	1032	16.268	11.911	22.788	12.679
ра[зс]	размахиваться	1078	224	565	289	4.371	3.103	6.073	3.551
ра[зс]	размахнуть	116	62	48	6	0.47	0.859	0.516	0.074
ра[зс]	размачивать	251	58	107	86	1.018	0.803	1.15	1.057
ра[зс]	размежевывать	67	22	29	16	0.272	0.305	0.312	0.197
ра[зс]	размежевываться	80	29	32	19	0.324	0.402	0.344	0.233
ра[зс]	размельчать	67	17	27	23	0.272	0.235	0.29	0.283
ра[зс]	разменивать	765	225	262	278	3.102	3.116	2.816	3.416
ра[зс]	размениваться	273	110	64	99	1.107	1.524	0.688	1.216
ра[зс]	размерять	135	59	50	26	0.547	0.817	0.537	0.319
ра[зс]	разметать	469	119	221	129	1.902	1.648	2.376	1.585
ра[зс]	разметаться	210	70	98	42	0.851	0.97	1.053	0.516
ра[зс]	разметывать	346	118	157	71	1.403	1.634	1.688	0.872
ра[зс]	разметываться	110	35	45	30	0.446	0.485	0.484	0.369
ра[зс]	размечать	220	14	102	104	0.892	0.194	1.096	1.278
ра[зс]	размечтаться	284	31	129	124	1.152	0.429	1.387	1.523
ра[зс]	размешать	250	30	99	121	1.014	0.416	1.064	1.487
ра[зс]	размешивать	232	29	115	88	0.941	0.402	1.236	1.081
ра[зс]	размещать	4320	418	1032	2870	17.517	5.789	11.093	35.261
ра[зс]	размещаться	3714	497	1431	1786	15.059	6.884	15.382	21.943
ра[зс]	разминать	880	92	412	376	3.568	1.274	4.429	4.62
ра[зс]	разминаться	377	42	180	155	1.529	0.582	1.935	1.904
ра[зс]	разминуться	368	26	182	160	1.492	0.36	1.956	1.966
ра[зс]	размножать	454	97	166	191	1.841	1.343	1.784	2.347
ра[зс]	размножаться	1388	341	472	575	5.628	4.723	5.074	7.065
ра[зс]	размозжить	314	140	110	64	1.273	1.939	1.182	0.786
ра[зс]	размокать	398	100	185	113	1.614	1.385	1.989	1.388
ра[зс]	размывать	645	99	275	271	2.615	1.371	2.956	3.33
ра[зс]	размываться	242	9	69	164	0.981	0.125	0.742	2.015
ра[зс]	размыкать	428	55	208	165	1.735	0.762	2.236	2.027
ра[зс]	размыкаться	176	32	85	59	0.714	0.443	0.914	0.725
ра[зс]	размыслить	145	121	12	12	0.588	1.676	0.129	0.147
ра[зс]	размышлять	5721	1371	2216	2134	23.197	18.989	23.82	26.219
ра[зс]	размягчать	379	96	175	108	1.537	1.33	1.881	1.327
ра[зс]	размягчаться	157	41	77	39	0.637	0.568	0.828	0.479
ра[зс]	размякать	520	124	269	127	2.108	1.717	2.891	1.56
ра[зс]	разнашивать	113	9	62	42	0.458	0.125	0.666	0.516
ра[зс]	разнеживать	112	50	37	25	0.454	0.693	0.398	0.307
ра[зс]	разнеживаться	135	67	41	27	0.547	0.928	0.441	0.332
ра[зс]	разнервничаться	121	15	52	54	0.491	0.208	0.559	0.663
ра[зс]	разнести	1734	501	671	562	7.031	6.939	7.213	6.905
ра[зс]	разнестись	1205	672	388	145	4.886	9.308	4.171	1.781
ра[зс]	разнимать	553	176	248	129	2.242	2.438	2.666	1.585
ра[зс]	разниться	781	363	192	226	3.167	5.028	2.064	2.777
ра[зс]	разносить	1748	603	724	421	7.088	8.352	7.782	5.172
ра[зс]	разноситься	958	364	382	212	3.884	5.042	4.106	2.605
ра[зс]	разнуздывать	208	59	107	42	0.843	0.817	1.15	0.516
ра[зс]	разнуздываться	48	18	23	7	0.195	0.249	0.247	0.086
ра[зс]	разнюниться	30	5	10	15	0.122	0.069	0.107	0.184
ра[зс]	разнюхивать	147	32	66	49	0.596	0.443	0.709	0.602
ра[зс]	разобидеться	77	18	34	25	0.312	0.249	0.365	0.307
ра[зс]	разобижать	150	83	44	23	0.608	1.15	0.473	0.283
ра[зс]	разоблачать	2447	276	1470	701	9.922	3.823	15.801	8.613
ра[зс]	разоблачаться	246	104	94	48	0.997	1.44	1.01	0.59
ра[зс]	разобщать	161	33	64	64	0.653	0.457	0.688	0.786
ра[зс]	разогнаться	335	13	124	198	1.358	0.18	1.333	2.433
ра[зс]	разогревать	1176	177	443	556	4.768	2.452	4.762	6.831
ра[зс]	разогреваться	355	47	157	151	1.439	0.651	1.688	1.855
ра[зс]	разодевать	299	151	91	57	1.212	2.091	0.978	0.7
ра[зс]	разодеваться	69	34	26	9	0.28	0.471	0.279	0.111
ра[зс]	разозлить	485	98	168	219	1.967	1.357	1.806	2.691
ра[зс]	разозлиться	1317	123	500	694	5.34	1.704	5.375	8.527
ра[зс]	разомлевать	304	19	169	116	1.233	0.263	1.817	1.425
ра[зс]	разонравиться	82	7	23	52	0.332	0.097	0.247	0.639
ра[зс]	разораться	120	18	52	50	0.487	0.249	0.559	0.614
ра[зс]	разоружать	517	32	340	145	2.096	0.443	3.655	1.781
ра[зс]	разоружаться	140	17	85	38	0.568	0.235	0.914	0.467
ра[зс]	разорять	4777	2642	1403	732	19.37	36.593	15.081	8.993
ра[зс]	разоряться	1637	734	445	458	6.638	10.166	4.783	5.627
ра[зс]	разоспаться	66	28	30	8	0.268	0.388	0.322	0.098
ра[зс]	разоткровенничаться	140	11	61	68	0.568	0.152	0.656	0.835
ра[зс]	разохаться	28	10	9	9	0.114	0.139	0.097	0.111
ра[зс]	разохочиваться	66	16	39	11	0.268	0.222	0.419	0.135
ра[зс]	разочаровывать	1611	280	605	726	6.532	3.878	6.503	8.92
ра[зс]	разочаровываться	1305	380	468	457	5.291	5.263	5.031	5.615
ра[зс]	разрабатывать	15502	808	4752	9942	62.857	11.191	51.079	122.148
ра[зс]	разрабатываться	1532	125	379	1028	6.212	1.731	4.074	12.63
ра[зс]	разравнивать	126	15	60	51	0.511	0.208	0.645	0.627
ра[зс]	разражаться	3353	1238	1257	858	13.596	17.147	13.512	10.541
ра[зс]	разразить	109	57	36	16	0.442	0.789	0.387	0.197
ра[зс]	разрастаться	2797	786	1187	824	11.341	10.886	12.759	10.124
ра[зс]	разреветься	333	89	135	109	1.35	1.233	1.451	1.339
ра[зс]	разрежать	162	21	100	41	0.657	0.291	1.075	0.504
ра[зс]	разрежаться	43	16	20	7	0.174	0.222	0.215	0.086
ра[зс]	разрезать	2738	585	1198	955	11.102	8.103	12.877	11.733
ра[зс]	разрезаться	63	8	34	21	0.255	0.111	0.365	0.258
ра[зс]	разрешать	20445	4261	9403	6781	82.899	59.017	101.073	83.312
ра[зс]	разрешаться	4415	1309	1663	1443	17.902	18.13	17.876	17.729
ра[зс]	разрисовывать	766	212	318	236	3.106	2.936	3.418	2.9
ра[зс]	разродиться	146	22	59	65	0.592	0.305	0.634	0.799
ра[зс]	разрознивать	152	54	61	37	0.616	0.748	0.656	0.455
ра[зс]	разрубать	814	216	358	240	3.301	2.992	3.848	2.949
ра[зс]	разругать	152	88	34	30	0.616	1.219	0.365	0.369
ра[зс]	разругаться	206	21	82	103	0.835	0.291	0.881	1.265
ра[зс]	разрумянивать	73	45	22	6	0.296	0.623	0.236	0.074
ра[зс]	разрумяниваться	182	42	93	47	0.738	0.582	1.0	0.577
ра[зс]	разрушать	12779	3456	5257	4066	51.816	47.867	56.508	49.955
ра[зс]	разрушаться	2308	790	826	692	9.358	10.942	8.879	8.502
ра[зс]	разрывать	8222	2691	3466	2065	33.338	37.272	37.256	25.371
ра[зс]	разрываться	3084	794	1573	717	12.505	10.997	16.908	8.809
ра[зс]	разрыдаться	775	186	305	284	3.142	2.576	3.278	3.489
ра[зс]	разрыть	372	108	188	76	1.508	1.496	2.021	0.934
ра[зс]	разрыхлять	163	32	92	39	0.661	0.443	0.989	0.479
ра[зс]	разряжать	1081	345	451	285	4.383	4.778	4.848	3.502
ра[зс]	разряжаться	396	74	175	147	1.606	1.025	1.881	1.806
ра[зс]	разубеждать	382	110	153	119	1.549	1.524	1.645	1.462
ра[зс]	разувать	245	68	117	60	0.993	0.942	1.258	0.737
ра[зс]	разуваться	579	97	313	169	2.348	1.343	3.364	2.076
ра[зс]	разуверять	275	208	47	20	1.115	2.881	0.505	0.246
ра[зс]	разуверяться	243	61	99	83	0.985	0.845	1.064	1.02
ра[зс]	разузнавать	1225	535	430	260	4.967	7.41	4.622	3.194
ра[зс]	разукрашивать	714	231	312	171	2.895	3.199	3.354	2.101
ра[зс]	разучивать	633	115	322	196	2.567	1.593	3.461	2.408
ра[зс]	разучиваться	1005	202	476	327	4.075	2.798	5.117	4.018
ра[зс]	разъедать	822	216	343	263	3.333	2.992	3.687	3.231
ра[зс]	разъедаться	113	29	58	26	0.458	0.402	0.623	0.319
ра[зс]	разъединять	911	263	425	223	3.694	3.643	4.568	2.74
ра[зс]	разъединяться	147	29	61	57	0.596	0.402	0.656	0.7
ра[зс]	разъезжать	1685	683	641	361	6.832	9.46	6.89	4.435
ра[зс]	разъезжаться	840	215	367	258	3.406	2.978	3.945	3.17
ра[зс]	разъехаться	1830	698	631	501	7.42	9.668	6.783	6.155
ра[зс]	разъярять	413	118	167	128	1.675	1.634	1.795	1.573
ра[зс]	разъяряться	231	55	113	63	0.937	0.762	1.215	0.774
ра[зс]	разъясниваться	398	171	165	62	1.614	2.368	1.774	0.762
ра[зс]	разъяснять	4777	1557	2024	1196	19.37	21.565	21.756	14.694
ра[зс]	разъясняться	211	78	58	75	0.856	1.08	0.623	0.921
ра[зс]	разъять	187	22	94	71	0.758	0.305	1.01	0.872
ра[зс]	разыгрывать	3578	1053	1291	1234	14.508	14.585	13.877	15.161
ра[зс]	разыгрываться	3106	1227	1231	648	12.594	16.995	13.232	7.961
ра[зс]	разыскивать	6805	1704	3484	1617	27.593	23.601	37.45	19.867
ра[зс]	разыскиваться	183	69	53	61	0.742	0.956	0.57	0.749
ра[зс]	раскаиваться	2419	1301	718	400	9.808	18.019	7.718	4.914
ра[зс]	раскалывать	1290	169	590	531	5.231	2.341	6.342	6.524
ра[зс]	раскалываться	1212	124	523	565	4.914	1.717	5.622	6.942
ра[зс]	раскалять	2220	500	1138	582	9.002	6.925	12.232	7.151
ра[зс]	раскаляться	309	46	147	116	1.253	0.637	1.58	1.425
ра[зс]	раскапризничаться	40	10	10	20	0.162	0.139	0.107	0.246
ра[зс]	раскапывать	880	111	439	330	3.568	1.537	4.719	4.054
ра[зс]	раскармливать	47	18	15	14	0.191	0.249	0.161	0.172
ра[зс]	раскассировать	53	17	23	13	0.215	0.235	0.247	0.16
ра[зс]	раскатать	299	28	112	159	1.212	0.388	1.204	1.953
ра[зс]	раскатиться	366	92	185	89	1.484	1.274	1.989	1.093
ра[зс]	раскатывать	264	16	121	127	1.07	0.222	1.301	1.56
ра[зс]	раскатываться	269	62	169	38	1.091	0.859	1.817	0.467
ра[зс]	раскачивать	1269	191	666	412	5.145	2.645	7.159	5.062
ра[зс]	раскачиваться	2163	268	1123	772	8.77	3.712	12.071	9.485
ра[зс]	раскашливаться	64	31	24	9	0.26	0.429	0.258	0.111
ра[зс]	расквартировывать	221	33	96	92	0.896	0.457	1.032	1.13
ра[зс]	расквашивать	160	31	59	70	0.649	0.429	0.634	0.86
ра[зс]	расквитываться	150	59	51	40	0.608	0.817	0.548	0.491
ра[зс]	раскидаться	60	37	17	6	0.243	0.512	0.183	0.074
ра[зс]	раскидывать	3681	944	1812	925	14.926	13.075	19.477	11.365
ра[зс]	раскидываться	2152	656	1036	460	8.726	9.086	11.136	5.652
ра[зс]	раскипятиться	36	10	19	7	0.146	0.139	0.204	0.086
ра[зс]	раскисать	658	163	317	178	2.668	2.258	3.407	2.187
ра[зс]	раскладывать	5641	1360	2440	1841	22.873	18.837	26.228	22.619
ра[зс]	раскладываться	309	66	114	129	1.253	0.914	1.225	1.585
ра[зс]	раскланиваться	1995	1157	585	253	8.089	16.025	6.288	3.108
ра[зс]	расклевывать	133	27	57	49	0.539	0.374	0.613	0.602
ра[зс]	расклеивать	527	87	341	99	2.137	1.205	3.665	1.216
ра[зс]	расклеиваться	192	54	92	46	0.779	0.748	0.989	0.565
ра[зс]	расковывать	179	59	84	36	0.726	0.817	0.903	0.442
ра[зс]	расковываться	35	6	22	7	0.142	0.083	0.236	0.086
ра[зс]	расковыривать	177	27	86	64	0.718	0.374	0.924	0.786
ра[зс]	расколачивать	136	32	58	46	0.551	0.443	0.623	0.565
ра[зс]	расколдовывать	95	9	52	34	0.385	0.125	0.559	0.418
ра[зс]	раскорячивать	158	17	94	47	0.641	0.235	1.01	0.577
ра[зс]	раскорячиваться	121	14	67	40	0.491	0.194	0.72	0.491
ра[зс]	раскошеливаться	296	60	70	166	1.2	0.831	0.752	2.039
ра[зс]	раскрадывать	58	23	24	11	0.235	0.319	0.258	0.135
ра[зс]	раскраивать	252	64	80	108	1.022	0.886	0.86	1.327
ра[зс]	раскрасить	82	12	36	34	0.332	0.166	0.387	0.418
ра[зс]	раскраснеться	1384	556	519	309	5.612	7.701	5.579	3.796
ра[зс]	раскрашивать	1572	397	687	488	6.374	5.499	7.385	5.996
ра[зс]	раскрашиваться	47	11	23	13	0.191	0.152	0.247	0.16
ра[зс]	раскрепощать	237	10	97	130	0.961	0.139	1.043	1.597
ра[зс]	раскритиковывать	218	33	80	105	0.884	0.457	0.86	1.29
ра[зс]	раскричаться	261	98	128	35	1.058	1.357	1.376	0.43
ра[зс]	раскрошить	117	5	56	56	0.474	0.069	0.602	0.688
ра[зс]	раскручиваться	374	7	128	239	1.516	0.097	1.376	2.936
ра[зс]	раскрывать	15604	3530	7579	4495	63.27	48.892	81.467	55.226
ра[зс]	раскрываться	5244	1063	2709	1472	21.263	14.723	29.119	18.085
ра[зс]	раскудахтаться	64	20	26	18	0.26	0.277	0.279	0.221
ра[зс]	раскупать	289	76	88	125	1.172	1.053	0.946	1.536
ра[зс]	раскупаться	157	53	42	62	0.637	0.734	0.451	0.762
ра[зс]	раскупоривать	165	67	71	27	0.669	0.928	0.763	0.332
ра[зс]	раскуривать	605	128	339	138	2.453	1.773	3.644	1.695
ра[зс]	раскусывать	658	208	268	182	2.668	2.881	2.881	2.236
ра[зс]	раскутывать	35	12	18	5	0.142	0.166	0.193	0.061
ра[зс]	распадаться	3689	763	1613	1313	14.958	10.568	17.338	16.132
ра[зс]	распаковывать	304	31	153	120	1.233	0.429	1.645	1.474
ра[зс]	распалять	548	180	226	142	2.222	2.493	2.429	1.745
ра[зс]	распаляться	445	100	202	143	1.804	1.385	2.171	1.757
ра[зс]	распаривать	410	48	206	156	1.662	0.665	2.214	1.917
ра[зс]	распариваться	65	16	34	15	0.264	0.222	0.365	0.184
ра[зс]	распарывать	589	159	262	168	2.388	2.202	2.816	2.064
ра[зс]	распатронивать	35	11	11	13	0.142	0.152	0.118	0.16
ра[зс]	распахать	301	83	157	61	1.22	1.15	1.688	0.749
ра[зс]	распахивать	748	102	356	290	3.033	1.413	3.827	3.563
ра[зс]	распахиваться	3189	597	1557	1035	12.931	8.269	16.736	12.716
ра[зс]	распахнуть	5859	486	3060	2313	23.757	6.731	32.892	28.418
ра[зс]	распевать	1265	441	484	340	5.129	6.108	5.203	4.177
ра[зс]	распеваться	212	47	85	80	0.86	0.651	0.914	0.983
ра[зс]	распекать	415	176	160	79	1.683	2.438	1.72	0.971
ра[зс]	распеленывать	42	6	20	16	0.17	0.083	0.215	0.197
ра[зс]	распечатывать	1226	531	335	360	4.971	7.355	3.601	4.423
ра[зс]	распечатываться	29	9	9	11	0.118	0.125	0.097	0.135
ра[зс]	распивать	759	230	309	220	3.078	3.186	3.321	2.703
ра[зс]	распиливать	476	72	219	185	1.93	0.997	2.354	2.273
ра[зс]	распиливаться	26	9	12	5	0.105	0.125	0.129	0.061
ра[зс]	распинать	1834	541	875	418	7.436	7.493	9.405	5.136
ра[зс]	распинаться	212	79	89	44	0.86	1.094	0.957	0.541
ра[зс]	распирать	667	53	326	288	2.705	0.734	3.504	3.538
ра[зс]	расписывать	2941	721	1035	1185	11.925	9.986	11.125	14.559
ра[зс]	расписываться	2211	317	1043	851	8.965	4.391	11.211	10.455
ра[зс]	распихать	100	5	27	68	0.405	0.069	0.29	0.835
ра[зс]	распихивать	96	5	40	51	0.389	0.069	0.43	0.627
ра[зс]	расплавлять	1085	186	598	301	4.399	2.576	6.428	3.698
ра[зс]	расплавляться	211	27	118	66	0.856	0.374	1.268	0.811
ра[зс]	расплакаться	1326	426	484	416	5.377	5.9	5.203	5.111
ра[зс]	распланировать	114	25	39	50	0.462	0.346	0.419	0.614
ра[зс]	распланировывать	20	5	8	7	0.081	0.069	0.086	0.086
ра[зс]	распластывать	628	79	371	178	2.546	1.094	3.988	2.187
ра[зс]	распластываться	537	66	283	188	2.177	0.914	3.042	2.31
ра[зс]	расплачиваться	3419	700	1171	1548	13.863	9.695	12.587	19.019
ра[зс]	расплевываться	62	10	29	23	0.251	0.139	0.312	0.283
ра[зс]	расплескивать	511	67	255	189	2.072	0.928	2.741	2.322
ра[зс]	расплескиваться	165	32	78	55	0.669	0.443	0.838	0.676
ра[зс]	расплетать	151	44	64	43	0.612	0.609	0.688	0.528
ра[зс]	расплетаться	82	25	27	30	0.332	0.346	0.29	0.369
ра[зс]	распложать	71	36	24	11	0.288	0.499	0.258	0.135
ра[зс]	распложаться	382	118	120	144	1.549	1.634	1.29	1.769
ра[зс]	расплываться	1362	355	638	369	5.523	4.917	6.858	4.534
ра[зс]	расплыться	1113	227	503	383	4.513	3.144	5.407	4.706
ра[зс]	расплющивать	425	66	203	156	1.723	0.914	2.182	1.917
ра[зс]	расплющиваться	27	7	12	8	0.109	0.097	0.129	0.098
ра[зс]	распогодиться	46	6	21	19	0.187	0.083	0.226	0.233
ра[зс]	распознавать	1738	412	663	663	7.047	5.706	7.127	8.146
ра[зс]	распознаваться	88	12	23	53	0.357	0.166	0.247	0.651
ра[зс]	располагать	22662	5444	7989	9229	91.889	75.402	85.874	113.388
ра[зс]	располагаться	10031	2020	3604	4407	40.673	27.978	38.74	54.145
ра[зс]	расползаться	1672	251	806	615	6.78	3.476	8.664	7.556
ра[зс]	располнеть	231	21	126	84	0.937	0.291	1.354	1.032
ра[зс]	располосовывать	86	9	36	41	0.349	0.125	0.387	0.504
ра[зс]	распоряжаться	9155	3449	3172	2534	37.121	47.77	34.096	31.133
ра[зс]	распотрошить	124	14	55	55	0.503	0.194	0.591	0.676
ра[зс]	распоясывать	105	39	48	18	0.426	0.54	0.516	0.221
ра[зс]	распоясываться	380	92	149	139	1.541	1.274	1.602	1.708
ра[зс]	расправлять	1865	461	883	521	7.562	6.385	9.491	6.401
ра[зс]	расправляться	1996	360	1001	635	8.093	4.986	10.76	7.802
ра[зс]	распределять	3389	631	1287	1471	13.742	8.74	13.834	18.073
ра[зс]	распределяться	1333	233	454	646	5.405	3.227	4.88	7.937
ра[зс]	распродавать	950	297	288	365	3.852	4.114	3.096	4.484
ра[зс]	распродаваться	82	14	12	56	0.332	0.194	0.129	0.688
ра[зс]	распропагандировать	104	12	80	12	0.422	0.166	0.86	0.147
ра[зс]	распростирать	1253	525	454	274	5.081	7.271	4.88	3.366
ра[зс]	распростираться	219	101	87	31	0.888	1.399	0.935	0.381
ра[зс]	распроститься	432	245	152	35	1.752	3.393	1.634	0.43
ра[зс]	распространять	9247	2665	3011	3571	37.494	36.911	32.365	43.874
ра[зс]	распространяться	8810	3244	2611	2955	35.722	44.931	28.066	36.305
ра[зс]	распрощаться	1295	284	582	429	5.251	3.934	6.256	5.271
ра[зс]	распрыгаться	22	8	8	6	0.089	0.111	0.086	0.074
ра[зс]	распрягать	372	106	218	48	1.508	1.468	2.343	0.59
ра[зс]	распрямлять	282	20	144	118	1.143	0.277	1.548	1.45
ра[зс]	распрямляться	750	50	395	305	3.041	0.693	4.246	3.747
ра[зс]	распугать	195	27	93	75	0.791	0.374	1.0	0.921
ра[зс]	распугивать	130	10	39	81	0.527	0.139	0.419	0.995
ра[зс]	распускать	4768	2030	1770	968	19.333	28.116	19.026	11.893
ра[зс]	распускаться	2010	770	808	432	8.15	10.665	8.685	5.308
ра[зс]	распутывать	850	238	413	199	3.447	3.296	4.439	2.445
ра[зс]	распутываться	139	51	71	17	0.564	0.706	0.763	0.209
ра[зс]	распухать	1595	345	835	415	6.467	4.778	8.975	5.099
ра[зс]	распушать	204	51	98	55	0.827	0.706	1.053	0.676
ра[зс]	распушаться	88	10	52	26	0.357	0.139	0.559	0.319
ра[зс]	распылять	343	22	198	123	1.391	0.305	2.128	1.511
ра[зс]	распыляться	236	18	148	70	0.957	0.249	1.591	0.86
ра[зс]	распяливать	183	28	108	47	0.742	0.388	1.161	0.577
ра[зс]	рассаживать	450	149	181	120	1.825	2.064	1.946	1.474
ра[зс]	рассаживаться	1854	349	919	586	7.518	4.834	9.878	7.2
ра[зс]	рассасываться	461	5	180	276	1.869	0.069	1.935	3.391
ра[зс]	рассветать	888	276	428	184	3.601	3.823	4.601	2.261
ра[зс]	рассвирепеть	690	232	305	153	2.798	3.213	3.278	1.88
ра[зс]	рассевать	2395	1277	811	307	9.711	17.687	8.717	3.772
ра[зс]	расседлывать	169	62	87	20	0.685	0.859	0.935	0.246
ра[зс]	рассеивать	484	111	243	130	1.963	1.537	2.612	1.597
ра[зс]	рассеиваться	2719	919	1211	589	11.025	12.729	13.017	7.237
ра[зс]	рассекать	1740	390	789	561	7.055	5.402	8.481	6.893
ра[зс]	рассекаться	48	12	22	14	0.195	0.166	0.236	0.172
ра[зс]	расселять	303	32	69	202	1.229	0.443	0.742	2.482
ра[зс]	расселяться	241	50	90	101	0.977	0.693	0.967	1.241
ра[зс]	рассердить	768	432	233	103	3.114	5.983	2.505	1.265
ра[зс]	рассердиться	5065	2146	2221	698	20.537	29.723	23.874	8.576
ра[зс]	рассказывать	112645	28002	47904	36739	456.748	387.841	514.922	451.379
ра[зс]	рассказываться	1327	289	676	362	5.381	4.003	7.266	4.448
ра[зс]	расслаблять	1168	309	386	473	4.736	4.28	4.149	5.811
ра[зс]	расслабляться	2111	14	335	1762	8.56	0.194	3.601	21.648
ра[зс]	расслаивать	53	6	14	33	0.215	0.083	0.15	0.405
ра[зс]	расслаиваться	156	9	70	77	0.633	0.125	0.752	0.946
ра[зс]	расследовать	751	108	214	429	3.045	1.496	2.3	5.271
ра[зс]	расслышать	2345	599	1022	724	9.508	8.296	10.986	8.895
ра[зс]	рассматривать	31017	6848	9579	14590	125.766	94.848	102.965	179.254
ра[зс]	рассматриваться	5400	421	1097	3882	21.896	5.831	11.792	47.695
ра[зс]	рассмешить	608	207	251	150	2.465	2.867	2.698	1.843
ра[зс]	рассмеяться	6533	1635	2879	2019	26.49	22.646	30.946	24.806
ра[зс]	рассовывать	327	45	161	121	1.326	0.623	1.731	1.487
ра[зс]	рассоривать	62	32	12	18	0.251	0.443	0.129	0.221
ра[зс]	рассориваться	287	134	68	85	1.164	1.856	0.731	1.044
ра[зс]	рассортировывать	205	42	87	76	0.831	0.582	0.935	0.934
ра[зс]	расспрашивать	8333	3329	3447	1557	33.788	46.108	37.052	19.129
ра[зс]	рассрочивать	43	24	5	14	0.174	0.332	0.054	0.172
ра[зс]	расставаться	12578	4355	4838	3385	51.001	60.319	52.004	41.588
ра[зс]	расставлять	6443	1559	2801	2083	26.125	21.593	30.108	25.592
ра[зс]	расставляться	134	30	70	34	0.543	0.416	0.752	0.418
ра[зс]	расстараться	177	11	75	91	0.718	0.152	0.806	1.118
ра[зс]	расстегивать	749	126	343	280	3.037	1.745	3.687	3.44
ра[зс]	расстегиваться	74	15	34	25	0.3	0.208	0.365	0.307
ра[зс]	расстегнуть	3134	550	1666	918	12.708	7.618	17.908	11.279
ра[зс]	расстегнуться	155	42	75	38	0.628	0.582	0.806	0.467
ра[зс]	расстелить	397	12	206	179	1.61	0.166	2.214	2.199
ра[зс]	расстилать	1311	460	619	232	5.316	6.371	6.654	2.85
ра[зс]	расстилаться	1407	724	541	142	5.705	10.028	5.815	1.745
ра[зс]	расстраивать	4633	2207	1452	974	18.786	30.568	15.608	11.967
ра[зс]	расстраиваться	2990	494	1196	1300	12.124	6.842	12.856	15.972
ра[зс]	расстреливать	8481	665	4965	2851	34.388	9.211	53.369	35.028
ра[зс]	расстреливаться	84	5	58	21	0.341	0.069	0.623	0.258
ра[зс]	расстригать	93	53	34	6	0.377	0.734	0.365	0.074
ра[зс]	расступаться	1475	436	660	379	5.981	6.039	7.094	4.656
ра[зс]	рассудить	2703	1684	563	456	10.96	23.324	6.052	5.602
ра[зс]	рассуждать	10961	5527	3050	2384	44.444	76.552	32.785	29.29
ра[зс]	рассуживать	532	349	121	62	2.157	4.834	1.301	0.762
ра[зс]	рассчитать	6645	974	2374	3297	26.944	13.49	25.518	40.507
ра[зс]	рассчитывать	12782	3227	4291	5264	51.828	44.695	46.124	64.674
ра[зс]	рассчитываться	1814	319	453	1042	7.355	4.418	4.869	12.802
ра[зс]	рассылать	2656	1121	910	625	10.769	15.526	9.782	7.679
ра[зс]	рассылаться	228	66	97	65	0.924	0.914	1.043	0.799
ра[зс]	рассыпать	2118	740	894	484	8.588	10.249	9.61	5.946
ра[зс]	рассыпаться	4688	1454	2098	1136	19.009	20.139	22.551	13.957
ра[зс]	рассыхаться	265	52	118	95	1.075	0.72	1.268	1.167
ра[зс]	растаивать	2237	534	1037	666	9.07	7.396	11.147	8.183
ра[зс]	расталкивать	647	123	383	141	2.623	1.704	4.117	1.732
ра[зс]	растапливать	991	217	452	322	4.018	3.006	4.859	3.956
ра[зс]	растапливаться	114	64	29	21	0.462	0.886	0.312	0.258
ра[зс]	растаптывать	1053	188	554	311	4.27	2.604	5.955	3.821
ра[зс]	растаскивать	1010	186	476	348	4.095	2.576	5.117	4.276
ра[зс]	растворять	2893	1174	997	722	11.73	16.26	10.717	8.871
ра[зс]	растворяться	3936	883	1461	1592	15.96	12.23	15.704	19.559
ра[зс]	растекаться	1210	65	640	505	4.906	0.9	6.879	6.204
ра[зс]	растерзывать	1177	538	390	249	4.772	7.452	4.192	3.059
ра[зс]	растеривать	1001	207	478	316	4.059	2.867	5.138	3.882
ра[зс]	растериваться	5261	1266	2402	1593	21.332	17.535	25.819	19.572
ра[зс]	растирать	1715	308	878	529	6.954	4.266	9.438	6.499
ра[зс]	растираться	141	31	69	41	0.572	0.429	0.742	0.504
ра[зс]	растлевать	326	155	104	67	1.322	2.147	1.118	0.823
ра[зс]	растлеваться	22	11	5	6	0.089	0.152	0.054	0.074
ра[зс]	растолкать	542	116	273	153	2.198	1.607	2.934	1.88
ра[зс]	растолковывать	1465	740	420	305	5.94	10.249	4.515	3.747
ра[зс]	растолочь	67	12	24	31	0.272	0.166	0.258	0.381
ра[зс]	растолстеть	268	81	111	76	1.087	1.122	1.193	0.934
ра[зс]	растопыривать	1545	309	815	421	6.265	4.28	8.76	5.172
ра[зс]	растопыриваться	96	20	58	18	0.389	0.277	0.623	0.221
ра[зс]	расторгать	609	188	97	324	2.469	2.604	1.043	3.981
ра[зс]	расторгаться	47	14	7	26	0.191	0.194	0.075	0.319
ра[зс]	расторговываться	77	50	22	5	0.312	0.693	0.236	0.061
